timestamp,dataset_id,file_tag,instance_idx,algo,variant,seed,generations,time_ms,f,bk,ublp,gapLP_pct,gapBK_pct,deltaBK,div_hamming_avg,div_entropy_avg,stop_reason
2025-11-10T20:23:52.640451528Z,ORLIB,mknapcb1,19,GA_MKP,mut=0.0100;repair=true;ts=false,0,1828,22040,43127.000000,43441.000000,43567.491237,1.011055,0.722819,-314.000000,0.137880,0.416516,stagnation_1000
2025-11-10T20:24:04.264596612Z,ORLIB,mknapcb1,9,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1015,20159,24091.000000,24216.000000,24445.615445,1.450630,0.516188,-125.000000,0.128788,0.449202,stagnation_1000
2025-11-10T20:24:15.394767470Z,ORLIB,mknapcb1,20,GA_MKP,mut=0.0100;repair=true;ts=false,0,1829,24665,44419.000000,44554.000000,44796.625645,0.842978,0.303003,-135.000000,0.144870,0.419124,stagnation_1000
2025-11-10T20:24:19.794405438Z,ORLIB,mknapcb1,10,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1055,23848,24302.000000,24411.000000,24635.691889,1.354506,0.446520,-109.000000,0.207194,0.566703,stagnation_1000
2025-11-10T20:24:25.388233347Z,ORLIB,mknapcb1,21,GA_MKP,mut=0.0100;repair=true;ts=false,0,1091,10681,59793.000000,59822.000000,60016.555161,0.372489,0.048477,-29.000000,0.096987,0.333631,stagnation_1000
2025-11-10T20:24:40.215009998Z,ORLIB,mknapcb1,22,GA_MKP,mut=0.0100;repair=true;ts=false,0,1810,15493,61964.000000,62081.000000,62228.221156,0.424600,0.188463,-117.000000,0.087782,0.327954,stagnation_1000
2025-11-10T20:24:58.057953751Z,ORLIB,mknapcb1,23,GA_MKP,mut=0.0100;repair=true;ts=false,0,1320,12110,59706.000000,59802.000000,59963.295743,0.429089,0.160530,-96.000000,0.100449,0.346312,stagnation_1000
2025-11-10T20:25:08.576331392Z,ORLIB,mknapcb1,24,GA_MKP,mut=0.0100;repair=true;ts=false,0,1186,10369,60409.000000,60479.000000,60644.210021,0.387852,0.115743,-70.000000,0.096972,0.340006,stagnation_1000
2025-11-10T20:25:22.168021530Z,ORLIB,mknapcb1,11,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,2599,58309,42710.000000,42757.000000,42939.522302,0.534525,0.109924,-47.000000,0.085739,0.337283,stagnation_1000
2025-11-10T20:25:25.750844233Z,ORLIB,mknapcb1,25,GA_MKP,mut=0.0100;repair=true;ts=false,0,2031,17044,61029.000000,61091.000000,61338.959182,0.505322,0.101488,-62.000000,0.091370,0.326260,stagnation_1000
2025-11-10T20:25:32.000557653Z,ORLIB,mknapcb1,26,GA_MKP,mut=0.0100;repair=true;ts=false,0,1463,12415,58733.000000,58959.000000,59161.868131,0.724906,0.383317,-226.000000,0.096948,0.339680,stagnation_1000
2025-11-10T20:25:42.117229448Z,ORLIB,mknapcb1,27,GA_MKP,mut=0.0100;repair=true;ts=false,0,1180,9404,61352.000000,61538.000000,61696.080880,0.557703,0.302252,-186.000000,0.092317,0.334311,stagnation_1000
2025-11-10T20:25:55.219512698Z,ORLIB,mknapcb1,28,GA_MKP,mut=0.0100;repair=true;ts=false,0,1539,12538,61381.000000,61520.000000,61727.455409,0.561266,0.225943,-139.000000,0.097906,0.338054,stagnation_1000
2025-11-10T20:25:59.038579299Z,ORLIB,mknapcb1,12,GA_MKP,mut=0.0100;repair=true;ts=true;tenure=9;steps=1200;vmin=0.0;vmax=0.02;lmbMin=0.1;lmbMax=10000;up=1.2;down=0.9,0,1932,42000,42444.000000,42545.000000,42706.702095,0.615131,0.237396,-101.000000,0.103939,0.374290,stagnation_1000
2025-11-10T20:26:13.639066908Z,ORLIB,mknapcb1,29,GA_MKP,mut=0.0100;repair=true;ts=false,0,2206,18329,59408.000000,59453.000000,59618.006304,0.352253,0.075690,-45.000000,0.090780,0.329142,stagnation_1000
2025-11-10T20:26:32.998122089Z,ORLIB,mknapcb1,30,GA_MKP,mut=0.0100;repair=true;ts=false,0,2102,19279,59960.000000,59965.000000,60242.912600,0.469620,0.008338,-5.000000,0.099355,0.342189,stagnation_1000
